id,title,authors,average_rating,isbn,language_code,num_pages,publication_date,category,publisher,image_url,,,
28910,Dark Fire,John Steinbeck,4.09,140144188,eng,182,12/1/1990,Biography,Penguin Books,https://images.gr-assets.com/books/1269221471m/313263.jpg,,,
28913,Citizen: An American Lyric,Robert Goddard,3.71,552152110,eng,464,10/23/2006,Business/economics,Corgi,https://images.gr-assets.com/books/1420944502m/20613761.jpg,,,
28915,"Carry On, Jeeves",Shannon Holmes,4.03,743496167,eng,336,9/27/2005,Crafts/hobbies,Atria Books,https://images.gr-assets.com/books/1358970388m/16387.jpg,,,
28917,The Magic Thief,Dyan Sheldon,4.23,081673691X,en-US,166,8/1/1995,Cookbook,Troll Communications,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,,
28920,Our Band Could Be Your Life: Scenes from the American Indie Underground 1981-1991,Kazuo Ishiguro,3.74,571225373,eng,183,3/3/2005,Diary,Faber and Faber,https://images.gr-assets.com/books/1168029429m/29393.jpg,,,
28922,"I, Elizabeth",Kazuo Ishiguro,3.76,571225365,eng,206,3/3/2005,Dictionary,Faber and Faber,https://images.gr-assets.com/books/1403186670m/56353.jpg,,,
28923,The Woman who Stole my Life,Kazuo Ishiguro,3.49,571225403,eng,320,12/1/2007,Encyclopedia,Faber & Faber,https://images.gr-assets.com/books/1428674566m/22009741.jpg,,,
28926,Pyongyang,Kazuo Ishiguro,3.54,679735879,eng,535,10/1/1996,Guide,Vintage International,https://images.gr-assets.com/books/1327884533m/80834.jpg,,,
28929,Night over Water,Kermit L. Hall/Paul Finkelman/James W. Jr. Ely,3.5,195162250,eng,736,10/1/2004,Health/fitness,Oxford University Press  USA,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,,
28935,I Am Having So Much Fun Here Without You,Allegra Goodman,3.32,385336101,eng,385,3/13/2007,History,Dial Press,https://images.gr-assets.com/books/1403390765m/18775284.jpg,,,
28940,All I Want Is Everything,Kate Atkinson,3.96,312150601,eng,336,11/12/1999,Home and garden,Picador USA,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,,
28942,Competitive Strategy: Techniques for Analyzing Industries and Competitors,Kate Atkinson,3.45,031227999X,eng,368,7/6/2001,Humor,Picador,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,,
28944,Systematic Theology: An Introduction to Biblical Doctrine,Kate Atkinson/Traverse Theatre,3.61,1854596012,en-US,96,4/1/2000,Journal,Nick Hern Books,https://images.gr-assets.com/books/1328224325m/255458.jpg,,,
28947,"""P"" is for Peril",Kate Atkinson,3.96,3453212630,ger,507,1/1/2002,Math,Heyne,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,,
28948,"Adulthood Is a Myth: A ""Sarah's Scribbles"" Collection",Isaac Bashevis Singer/Saul Bellow/Allegra Goodman,4.16,374530254,eng,224,1/10/2006,Memoir,Farrar  Straus and Giroux,https://images.gr-assets.com/books/1481219756m/25855506.jpg,,,
28958,The Darkness That Comes Before,Kate Atkinson,3.72,3453152530,ger,410,6/1/1999,Philosophy,Heyne,https://images.gr-assets.com/books/1421630062m/301538.jpg,,,
28963,"The Dirty Life: On Farming, Food, and Love",Kate Atkinson/Jean Bourdier,3.96,2253144908,fre,410,9/23/1998,Prayer,Le Livre de Poche,https://images.gr-assets.com/books/1277929135m/7841677.jpg,,,
28977,Dust & Decay,John Lawrence Peterson/Jacqueline Rogers/Roberta Carter Clark,3.76,590430262,eng,112,1/1/1991,"Religion, spirituality, and new age",Scholastic Paperbacks,https://images.gr-assets.com/books/1293823083m/9917998.jpg,,,
28978,Alienated,Donna Leon,3.79,087113960X,eng,264,5/10/2007,Textbook,Atlantic Monthly Press,https://images.gr-assets.com/books/1384610045m/13574417.jpg,,,
28979,Bone Gap,Peter Tremayne,4.05,451195574,eng,320,2/1/1999,True crime,Signet,https://images.gr-assets.com/books/1402928507m/18806240.jpg,,,
28988,"Big Cherry Holler (Big Stone Gap, Book 2)",Tom Perrotta,3.5,425169715,eng,288,7/1/1999,Review,Berkley,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,,
28991,,Tom Perrotta,3.7,042515954X,eng,240,4/1/1997,Science,Berkley Trade,https://images.gr-assets.com/books/1329368167m/13069213.jpg,,,
29011,Teen Idol,Lynda Barry,4.16,1570614598,en-GB,224,8/30/2005,Self help,Sasquatch Books,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,,
29019,The Thing Around Your Neck,John Updike/Edward Gorey,4.23,764937103,eng,32,5/1/2006,Sports and leisure,Pomegranate Communications,https://images.gr-assets.com/books/1320413162m/5587960.jpg,,,
29022,Caraval,Suetonius/Michael Grant/Robert Graves,4.05,140449213,eng,363,5/6/2003,Travel,Penguin Classics,https://images.gr-assets.com/books/1465563623m/27883214.jpg,,,
29026,Bright Shiny Morning,Marianna Mayer/Kinuko Y. Craft,4.32,068814392X,en-US,40,10/19/1998,True crime,HarperCollins,https://images.gr-assets.com/books/1415586680m/2179832.jpg,,,
29031,The Story of an Hour,John F. MacArthur Jr.,4.21,849917735,en-US,224,11/18/2002,Action and adventure,Thomas Nelson,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,,
29035,Rabbit Is Rich,John F. MacArthur Jr.,3.92,1418505579,en-GB,226,3/5/2006,Alternate history,Thomas Nelson,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,,
29036,"Lots of Candles, Plenty of Cake",John M. Barry,3.96,143036491,eng,546,10/4/2005,Anthology,Penguin Books,https://images.gr-assets.com/books/1330649974m/12752313.jpg,,,
29043,Scars,Andrew Hussey,3.81,1596913231,eng,485,11/28/2006,Chick lit,Bloomsbury USA,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,,
29044,The Fixer Upper,Donna Tartt,4.1,1400031702,eng,559,4/13/2004,Children's,Vintage,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,,
29052,Negeri 5 Menara,Jorge Cervantes,4.39,187882323X,eng,512,3/1/2006,Classic,Van Patten Publishing,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,,
29053,Empire of Ivory,Anthony J. Cascardi,3.55,521663873,eng,264,10/17/2002,Comic book,Cambridge University Press,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,,
29054,"An Army at Dawn: The War in Africa, 1942-1943",Miguel de Cervantes Saavedra/Lesley Lipson,3.72,192832433,eng,368,5/7/1998,Coming-of-age,Oxford University Press,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,,
29058,Daddy's Little Girl,Maria Antonia Garcés,3.14,826514707,eng,368,6/1/2005,Crime,Vanderbilt University Press,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,,
29069,Ricochet,John  Baxter/Mel Bay,3.83,786647973,eng,72,3/1/2000,Drama,Mel Bay Publications  Inc.,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,,
29075,Can't Wait to Get to Heaven,Christopher Schmitt,3.88,596527411,en-US,516,10/24/2006,Fairytale,O'Reilly Media,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,,
29081,Among Others,P.D. Eastman,4.12,375822976,en-US,48,5/27/2003,Fantasy,Random House Books for Young Readers,https://images.gr-assets.com/books/1317792367m/8706185.jpg,,,
29083,Seduction in Death,Roy McKie/P.D. Eastman,4.15,394800273,eng,72,10/12/1962,Graphic novel,Random House,https://images.gr-assets.com/books/1305123885m/238127.jpg,,,
29084,Double Indemnity,P.D. Eastman,4.24,375802436,en-US,48,1/25/2000,Historical fiction,Random House Books for Young Readers,https://images.gr-assets.com/books/1404786837m/56616.jpg,,,
29085,Upon the Midnight Clear,P.D. Eastman,4.17,1713191,eng,64,6/17/1985,Horror,Collins,https://images.gr-assets.com/books/1437691219m/490403.jpg,,,
29091,Presentation Zen: Simple Ideas on Presentation Design and Delivery (Voices That Matter),Georg Wilhelm Friedrich Hegel/Michael John Petry,0,9027712050,eng,210,5/31/1981,Mystery,Springer,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,,
29092, ,Georg Wilhelm Friedrich Hegel/J. Sibree,3.82,486201120,en-US,457,6/1/1956,Paranormal romance,Dover Publications,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,,
29093,"Goodbye, Columbus and Five Short Stories",Georg Wilhelm Friedrich Hegel/S.W. Dyde,3.87,486445631,en-US,272,9/20/2005,Picture book,Dover Publications,https://images.gr-assets.com/books/1408068287m/29744.jpg,,,
29120,"Bone: Quest For The Spark, Book One ",Mistress Lorelei,3.76,1890159190,eng,220,6/15/2000,Poetry,Greenery Press (CA),https://images.gr-assets.com/books/1328839457m/9366879.jpg,,,
29122,,Miasha,4.34,743281594,en-US,182,8/1/2006,Political thriller,Touchstone,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,,
29124,,T.H. White/Fritz Eichenberg,3.93,1590171039,en-US,260,3/7/2012,Romance,New York Review Children's Collection,https://images.gr-assets.com/books/1365988672m/16248139.jpg,,,
29128,No Mercy,Peter S. Beagle,4.17,370006542,eng,224,8/1/1968,Satire,The Bodley Head Ltd,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,,
29129,The Library at Mount Char,Peter S. Beagle,4.17,345254848,eng,248,1/1/1969,Science fiction,Ballantine Books,https://images.gr-assets.com/books/1416181258m/23363928.jpg,,,
29135,Fire Star,J.V. Jones,3.92,446606235,eng,667,4/1/1999,Short story,Grand Central Publishing,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,,
29140,Texas,J.V. Jones,3.79,3404204077,ger,734,3/1/2001,Suspense,Lübbe,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,,
29150,Your Best Life Now: 7 Steps to Living at Your Full Potential,Takashi Hashiguchi,3.97,1421507196,en-US,208,9/12/2006,Thriller,VIZ Media LLC,https://images.gr-assets.com/books/1344265872m/95707.jpg,,,
29151,,Takashi Hashiguchi,3.99,142150720X,eng,208,11/14/2006,Western,VIZ Media LLC,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,,
29152,The Vor Game,Takashi Hashiguchi,3.97,1421507218,eng,208,1/9/2007,Young adult,VIZ Media LLC,https://images.gr-assets.com/books/1322571824m/68483.jpg,,,
29153,,Takashi Hashiguchi,4,1421509210,en-US,208,3/13/2007,Art/architecture,VIZ Media LLC,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,,
29154,Broken Monsters,Takashi Hashiguchi,3.98,1421509245,eng,185,9/11/2007,Autobiography,VIZ Media LLC,https://images.gr-assets.com/books/1394562848m/20706269.jpg,,,
29155,The Journals of Sylvia Plath,Takashi Hashiguchi,4.02,1421509229,en-US,208,5/8/2007,Biography,VIZ Media LLC,https://images.gr-assets.com/books/1473939372m/11623.jpg,,,
29156,This is Water,Takashi Hashiguchi,4,1421509237,eng,185,7/10/2007,Business/economics,VIZ Media LLC,https://images.gr-assets.com/books/1344270056m/5986375.jpg,,,
29159,QED: The Strange Theory of Light and Matter,Takashi Hashiguchi/橋口 たかし,3.99,4091263992,jpn,190,10/18/2003,Crafts/hobbies,小学館,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,,
29160,Defiance,Margaret Weis/Don Perrin,4.05,786914297,eng,476,8/1/1999,Cookbook,Wizards of the Coast,https://images.gr-assets.com/books/1282840844m/8835897.jpg,,,
29161,Haunted,Margaret Weis/Ursula K. Le Guin/Roger Zelazny/Christopher Stasheff/Mercedes Lackey/Ray Bradbury/Andre Norton/Jack Vance/Raymond E. Feist/C.J. Cherryh/Fritz Leiber/Melanie Rawn/Marion Zimmer Bradley/Larry Niven/Zenna Henderson/Greg Bear/Orson Scott Card/Katherine Kurtz/Joe Haldeman/Robert Silverberg/F. Paul Wilson/Keith Birdsong,3.58,044667284X,en-US,421,1/1/1998,Diary,Aspect,https://images.gr-assets.com/books/1432874286m/11919.jpg,,,
29163,The Sweet Potato Queens' Book of Love,Margaret Weis/Tracy Hickman/Aron Eisenberg,3.89,078693669X,eng,374,11/1/2004,Dictionary,Wizards of the Coast,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,,
29164,Mastiff,Margaret Weis/Tracy Hickman,3.78,61020583,eng,652,9/3/2002,Encyclopedia,HarperTorch,https://images.gr-assets.com/books/1302921347m/2964700.jpg,,,
29167,The Madonnas of Leningrad,Margaret Weis/Tracy Hickman,3.9,786937777,eng,343,12/1/2005,Guide,Wizards of the Coast,https://images.gr-assets.com/books/1479681269m/179264.jpg,,,
29173,Divine Misdemeanors ,Margaret Weis/Tracy Hickman/Adam Lesh,4.02,786904917,eng,339,5/1/1996,Health/fitness,TSR Inc./Wizards of the Coast,https://images.gr-assets.com/books/1327878336m/6098691.jpg,,,
29185,Sweetheart,Margaret Weis/Janet Pack/Bruce Holland Rogers/Nina Kiriki Hoffman/Tanya Huff/Linda P. Baker/Michelle Sagara West/Nancy Varian Berberick/Mark A. Garland/Lawrence Schimel/Donald J. Bingle/Jane Lindskold/Kristine Kathryn Rusch/Edward Carmien/Jean-François Podevin/Robyn McGrew/Carrie Channell,3.39,886778573,eng,320,11/1/1999,History,DAW,https://images.gr-assets.com/books/1311994924m/2983654.jpg,,,
29187,Caim,Margaret Weis/Tracy Hickman,4.15,786931582,eng,389,3/1/2004,Home and garden,Wizards of the Coast,https://images.gr-assets.com/books/1408538386m/7011225.jpg,,,
29204,All Tomorrow's Parties,P.D. James,3.93,770429912,eng,688,3/28/2006,Humor,Seal Books,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,,
29205,The Quantum Thief,John Lescroart,4.01,451217764,eng,624,2/7/2006,Journal,Signet,https://images.gr-assets.com/books/1327950631m/7562764.jpg,,,
29209,Shock Wave,James   McBride,4.09,1573225789,eng,291,1/14/2004,Math,Riverhead Books,https://images.gr-assets.com/books/1292472145m/9925913.jpg,,,
29222,Logisch-Philosophische Abhandlung,John D'Emilio,4.21,226142698,eng,592,10/1/2004,Memoir,University of Chicago Press,https://images.gr-assets.com/books/1396830687m/12075.jpg,,,
29227,Lord Edgware Dies,Stacey Szklut/Carol Stock Kranowitz/Lynn Balzer-Martin,4.11,1931615039,eng,63,1/1/2002,Philosophy,Sensory Resources,https://images.gr-assets.com/books/1375949065m/215492.jpg,,,
29248,Batman (Volume 2): Hush,Kevin Trudeau,3.54,688153879,eng,368,8/16/2005,Prayer,William Morrow Paperbacks,https://images.gr-assets.com/books/1460914478m/107021.jpg,,,
29251,Dog on It,Ram Dass/Richard Alpert,4.11,1573228710,en-US,224,6/1/2001,"Religion, spirituality, and new age",Riverhead Books,https://images.gr-assets.com/books/1342376684m/5600151.jpg,,,
29252,,Ram Dass/Richard Alpert,4.34,1400054036,en-US,352,10/25/2005,Textbook,Harmony,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,,
29253,And to Think That I Saw It on Mulberry Street,Ram Dass/Richard Alpert,4.21,1401910440,en-GB,0,12/15/2005,True crime,Hay House,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,,
29254,"The Bully Pulpit: Theodore Roosevelt, William Howard Taft, and the Golden Age of Journalism",Ram Dass/Richard Alpert,4.29,517543052,en-US,416,10/12/1971,Review,Lama Foundation (San Cristobal  NM),https://images.gr-assets.com/books/1386557352m/17334495.jpg,,,
29255,"Chasing the Prophecy (Beyonders, #3)",Ram Dass/Richard Alpert,4.24,385084137,en-US,192,3/5/1974,Science,Anchor,https://images.gr-assets.com/books/1356328161m/15801381.jpg,,,
29256,The Short Victorious War,Ram Dass/Richard Alpert,4.17,553285726,en-US,448,7/1/1990,Self help,Bantam,https://images.gr-assets.com/books/1321561719m/77736.jpg,,,
29257,Drinking: A Love Story,Ram Dass/Richard Alpert,4.16,1593976720,en-US,0,8/1/2005,Sports and leisure,Macmillan Audio,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,,
29260,Cinq semaines en ballon,Ram Dass/Richard Alpert,3.95,940687569,eng,0,5/15/1989,Travel,Macmillan Audio,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,,
29285,Dragon's Oath,Robert McCloskey/Leonard S. Marcus,4.46,067005934X,eng,144,10/21/2004,True crime,Viking Books for Young Readers,https://images.gr-assets.com/books/1359740283m/10324808.jpg,,,
29286,Grave Witch,Robert McCloskey,4.1,014050978X,en-US,64,3/1/1989,Action and adventure,Puffin Books,https://images.gr-assets.com/books/1327440625m/7823038.jpg,,,
29289,Sleeping Murder,Robert McCloskey,4.13,140502874,eng,64,4/27/1978,Alternate history,Puffin Books,https://images.gr-assets.com/books/1308808135m/16300.jpg,,,
29290,Ethan Frome and Other Short Fiction,Robert McCloskey,4.08,140502017,en-US,64,6/15/1985,Anthology,Puffin Books,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,,
29312,The Assassin and the Desert,Russell Hoban,4.03,074755904X,eng,236,2/1/2010,Chick lit,Bloomsbury,https://images.gr-assets.com/books/1335783827m/13419891.jpg,,,
29313,On the Genealogy of Morals / Ecce Homo,David Wiesner,4.21,395746566,eng,48,9/20/1999,Children's,Clarion Books,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,,
29320,Adrift: Seventy-Six Days Lost at Sea,Nancy   Harding,3.08,671646192,eng,331,7/1/1990,Classic,Pocket Books,https://images.gr-assets.com/books/1356596323m/121410.jpg,,,
29324,Once and Always,Shirley Rousseau Murphy,4.06,60765402,eng,432,1/25/2005,Comic book,Harper Voyager,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,,
29325,Bloodline,Shirley Rousseau Murphy,4.22,61015628,eng,368,11/5/2002,Coming-of-age,Avon,https://images.gr-assets.com/books/1348523971m/13148921.jpg,,,
29326,"Best Friends for Never (The Clique, #2)",Shirley Rousseau Murphy,4.25,006101561X,eng,384,10/28/2003,Crime,Avon,https://images.gr-assets.com/books/1344263568m/95658.jpg,,,
29358,Death of Kings,George Crile,4.01,802141242,eng,560,4/22/2004,Drama,Grove Press,https://images.gr-assets.com/books/1327963375m/11734251.jpg,,,
29359,Onward: How Starbucks Fought for Its Life without Losing Its Soul,George Crile/Christopher Lane,4.01,786179953,en-US,10,10/1/2005,Fairytale,Blackstone Audiobooks,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,,
29362,Auschwitz: A New History,George Crile,4.01,613998057,eng,550,4/22/2004,Fantasy,Turtleback Books,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,,
29367,The Long Walk: The True Story of a Trek to Freedom,Jonathan Phillips,4.04,1844130800,eng,416,4/7/2005,Graphic novel,Pimlico,https://images.gr-assets.com/books/1417980460m/9013.jpg,,,
29378,Three Fates,Peter Singer,4.05,052143971X,eng,411,1/29/1993,Historical fiction,Cambridge University Press,https://images.gr-assets.com/books/1309201516m/682153.jpg,,,
29380,Passenger,Peter Singer,4.25,60011572,eng,352,12/1/2001,Horror,Ecco Press,https://images.gr-assets.com/books/1446749751m/20983362.jpg,,,
29390,"Born in Death (In Death, #23)",M.J. Trow,3.57,075093400X,en-US,250,2/1/2005,Mystery,Sutton Publishing,https://images.gr-assets.com/books/1298297096m/102857.jpg,,,
29393,"Close Your Eyes, Hold Hands",Michael Azerrad,4.18,316787531,eng,522,7/2/2002,Paranormal romance,Back Bay Books,https://images.gr-assets.com/books/1392355248m/18666006.jpg,,,
29394,A Pocket Full of Rye,Jim Butcher,4.36,441014348,eng,442,12/5/2006,Picture book,Ace Hardcover,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,,
29395,of course i love you,Bernard Cornwell,4.1,60530480,eng,352,8/22/2006,Poetry,Harper,https://images.gr-assets.com/books/1274597947m/7011879.jpg,,,
29396,Virgin River,Jim Butcher,4.12,044101268X,eng,504,6/28/2005,Political thriller,Ace,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,,
29404,The Algebraist,Rick Osborne/Kevin Miller,0,080242855X,eng,112,9/13/1999,Romance,Moody Publishers,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,,
29406,Meu Pé de Laranja Lima,Hervé Guibert/Linda Cloverdale,3.92,1852423285,eng,240,1/1/1998,Satire,Serpent's Tail,https://images.gr-assets.com/books/1502523710m/192510.jpg,,,
29412,Stone Mattress,A.M. Homes,3.28,670038385,en-US,256,4/5/2007,Science fiction,Viking,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,,
29421,The Whistling Season,J.J. Connolly,3.98,802141684,eng,344,8/31/2004,Short story,Grove Press  Black Cat,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,,
29434,Rebel Spring,Norah Vincent,3.33,670034665,eng,290,1/19/2006,Suspense,Viking Books,https://images.gr-assets.com/books/1379031383m/16000044.jpg,,,
29435,NYPD Red 2,Garry Wills,4.12,618134328,eng,640,11/14/2002,Thriller,Mariner Books,https://images.gr-assets.com/books/1373501096m/18170134.jpg,,,
29442,Chesapeake,Basil Mahon,4.13,470861711,eng,256,10/15/2004,Western,Wiley,https://images.gr-assets.com/books/1421707536m/12661.jpg,,,
29446,The List,Tony Horwitz,3.98,452267455,eng,285,1/1/1992,Young adult,Plume Books,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,,
29456,,Elizabeth Peters,4.07,446602485,eng,368,12/1/1995,Art/architecture,Grand Central Publishing,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,,
29460,Devil in a Blue Dress,Diana Kendall,3.21,495006858,eng,742,1/1/2006,Autobiography,Wadsworth Publishing Company,https://images.gr-assets.com/books/1336545202m/37100.jpg,,,
29470,Shakespeare's Romeo and Juliet,James A. Michener/Robert Vavra,3.71,394429826,en-US,818,4/12/1968,Biography,Random House,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,,
29471,The Killer Inside Me,James A. Michener,3.81,449218473,eng,336,10/1/1994,Business/economics,Fawcett,https://images.gr-assets.com/books/1403187402m/298663.jpg,,,
29474,Lady Audley's Secret,Eireann Corrigan,3.95,439297710,eng,128,2/1/2002,Crafts/hobbies,Push,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,,
29478,Todos os Nomes,Claudia Carroll,3.3,61140538,eng,384,5/1/2007,Cookbook,Harper,https://images.gr-assets.com/books/1327955213m/2528.jpg,,,
29484,"Lucia, Lucia",Laurell K. Hamilton,3.76,425212017,en-US,257,10/3/2006,Diary,Berkley Publishing Group,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,,
29486,Tiger Lily,Diablo Cody,3.54,1592402739,en-US,212,1/2/2007,Dictionary,Gotham,https://images.gr-assets.com/books/1329681513m/7514925.jpg,,,
29487,Return,Noire,4.39,345486471,eng,304,12/27/2005,Encyclopedia,One World/Ballantine,https://images.gr-assets.com/books/1406513762m/11430.jpg,,,
29488,The Ruby in the Smoke,Luke Davies,4.09,345423879,en-US,304,6/16/1998,Guide,Ballantine Books,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,,
29489,Georgiana: Duchess of Devonshire,Angela Knight/Sheri Gilmore/Morgan Hawke,3.99,1596321288,en-US,350,6/30/2005,Health/fitness,Loose Id  LLC,https://images.gr-assets.com/books/1332041559m/319300.jpg,,,
29490,Scarlet,Mian Mian/Andrea Lingenfelter,3.32,316563560,en-US,279,7/15/2003,History,Back Bay Books,https://images.gr-assets.com/books/1370147602m/11983940.jpg,,,
29497,Stealing Parker,Kara/Lee Chi-Hyong,3.95,1591821541,eng,192,5/6/2003,Home and garden,TokyoPop,https://images.gr-assets.com/books/1334451985m/12551077.jpg,,,
29498,,Kara/Lee Yun-Hee,4.07,1591821568,eng,187,9/9/2003,Humor,TokyoPop,https://images.gr-assets.com/books/1459725725m/26114516.jpg,,,
29499,"Fables, Volume 5: The Mean Seasons",Kara/Jee-Hyung Lee,4.14,159182155X,eng,199,7/8/2003,Journal,TokyoPop,https://images.gr-assets.com/books/1327870458m/21330.jpg,,,
29500,Dom Casmurro,Kara/Lee Yun-Hee,4.1,1591821576,eng,192,11/4/2003,Math,TokyoPop,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,,
29501,The Illuminatus! Trilogy,Sam Harris,3.93,393327655,en-US,348,9/17/2005,Memoir,W. W. Norton  Company,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,,
29506,Lockdown,William Poundstone/John von Neumann,3.91,038541580X,eng,320,1/1/1993,Philosophy,Anchor,https://images.gr-assets.com/books/1409279086m/6420846.jpg,,,
29512,The Final Solution: A Story of Detection,L. Sprague de Camp,3.65,486226689,en-US,363,6/1/1970,Prayer,Dover Publications (NYC),https://images.gr-assets.com/books/1407709227m/16696.jpg,,,
29514,,Edgar Rice Burroughs,3.68,1600961509,eng,108,7/30/2008,"Religion, spirituality, and new age",Waking Lion Press,https://images.gr-assets.com/books/1320411983m/7010683.jpg,,,
29516,International Flavor,Charles John Cutcliffe Wright Hyne/Gary Hoppenstand/Harry Turtledove,3.78,803273320,eng,260,11/1/2002,Textbook,Bison Books,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,,
29519,Lost Souls,Kurt Eichenwald,4.23,767911792,eng,784,12/27/2005,True crime,Broadway Books,https://images.gr-assets.com/books/1420793346m/452244.jpg,,,
29526,The Secret Agent: A Simple Tale,Anthony F.C. Wallace,3.66,039471699X,eng,416,4/12/1972,Review,Vintage,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,,
29529,The Way of Zen,Kang-Woo Lee/Lauren Na,4.03,1591822203,eng,184,12/2/2003,Science,TokyoPop,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,,
29533,Nexus,Carlton Mellick III,3.56,971357234,eng,230,11/1/2001,Self help,Eraserhead Press,https://images.gr-assets.com/books/1347149654m/13642710.jpg,,,
